-740.2461546,-1029.842558,-1029.842558
-740.2461546,-1030.856262,-1029.842558
-740.2461546,-1029.842558,-1030.856262
-1030.856262,-740.2461546,-1030.856262
-740.2461546,-740.2461546,-740.2461546
-1029.842558,-1029.842558,-1029.842558
-1030.856262,-1029.842558,-740.2461546
-740.2461546,-1030.856262,-1030.856262
-740.2461546,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-1029.842558,-1029.842558,-1029.842558
-740.2461546,-1029.842558,-1029.842558
-1030.856262,-740.2461546,-1030.856262
-1030.856262,-1029.842558,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-740.2461546,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-1029.842558
-1029.842558,-1030.856262,-1030.856262
-1030.856262,-740.2461546,-1029.842558
-1030.856262,-1030.856262,-1029.842558
-1029.842558,-1029.842558,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-1029.842558,-740.2461546,-1030.856262
-1029.842558,-1030.856262,-1030.856262
-740.2461546,-1030.856262,-1030.856262
-741.7027961,-1030.856262,-740.2461546
-1030.856262,-1030.856262,-740.2461546
-740.2461546,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-740.2461546,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-740.2461546,-1029.842558,-1029.842558
-1029.842558,-1030.856262,-740.2461546
-1029.842558,-1029.842558,-1030.856262
-740.2461546,-1030.856262,-1029.842558
-1030.856262,-740.2461546,-1029.842558
-1030.856262,-1029.842558,-1029.842558
-1030.856262,-740.2461546,-1029.842558
-1029.842558,-1029.842558,-1029.842558
-1030.856262,-1029.842558,-1030.856262
-740.2461546,-740.2461546,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-1029.842558,-1030.856262
-1030.856262,-1030.856262,-1029.842558
-1029.842558,-1029.842558,-1029.842558
-1030.856262,-740.2461546,-1030.856262
-740.2461546,-1030.856262,-1029.842558
-1030.856262,-740.2461546,-740.2461546
-1030.856262,-740.2461546,-1030.856262
-1029.842558,-1029.842558,-1029.842558
-1030.856262,-1030.856262,-1030.856262
-740.2461546,-1030.856262,-740.2461546
-1030.856262,-1030.856262,-1029.842558
-740.2461546,-740.2461546,-1029.842558
-740.2461546,-740.2461546,-1030.856262
-740.2461546,-1029.842558,-1029.842558
-1029.842558,-1029.842558,-1029.842558
-1030.856262,-1030.856262,-1029.842558
-1030.856262,-1029.842558,-740.2461546
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-1030.856262
-740.2461546,-1030.856262,-1030.856262
-740.2461546,-740.2461546,-1029.842558
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-1029.842558,-1029.842558
-1030.856262,-1030.856262,-1029.842558
-1030.856262,-1029.842558,-1029.842558
-1030.856262,-1030.856262,-1030.856262
-740.2461546,-740.2461546,-740.2461546
-740.2461546,-740.2461546,-1029.842558
-1030.856262,-1030.856262,-1030.856262
-1030.856262,-740.2461546,-1029.842558
-1029.842558,-1030.856262,-740.2461546
-740.2461546,-1030.856262,-1030.856262
-740.2461546,-740.2461546,-740.2461546
-740.2461546,-1029.842558,-1029.842558
-1030.856262,-1030.856262,-1029.842558
-1030.856262,-740.2461546,-1029.842558
-740.2461546,-740.2461546,-1029.842558
-1030.856262,-1030.856262,-1029.842558
-740.2461546,-1029.842558,-1030.856262
-1030.856262,-740.2461546,-1030.856262
-1029.842558,-1030.856262,-1029.842558
-740.2461546,-1030.856262,-740.2461546
-740.2461546,-1030.856262,-1030.856262
-740.2461546,-740.2461546,-740.2461546
-740.2461546,-1030.856262,-1030.856262
-1029.842558,-1030.856262,-740.2461546
-740.2461546,-740.2461546,-740.2461546
-740.2461546,-1029.842558,-740.2461546
-740.2461546,-1029.842558,-1030.856262
-740.2461546,-1030.856262,-1030.856262
-1030.856262,-1030.856262,-740.2461546
-740.2461546,-1030.856262,-1030.856262
-1030.856262,-740.2461546,-1029.842558
-1030.856262,-1030.856262,-1030.856262
-1029.842558,-740.2461546,-1029.842558
-1030.856262,-1030.856262,-1030.856262
